,tweet,hs_label,label
1476,مافي كرامه ولا انوثه ولاحيا خلصنا من خرفان ايفانكا وجو نعجات #بايع_الكليجاصراحه المفروض نزوجكم لبعض نفس الصفات🐑🐏,HS6,5.0
1147,بصراحه مع اني من صغري اشجع بوكاجونيورز لكني لا اكره الا الغريم التقليدي ريفربليت واتمنى عودتهم باسرع وقت ، للاسف اكثر المشجعين العرب بلا شرف اخلاق ابدا وكرهونا كثيرا في كرة القدم بسببهم 👎,,3.0
6637,محقدر ادوام بسبب حلقي واختبار عندي وتقييم للاعمال اوففف بروح وبخلي ماما تطلعني بعدين 💔💔🙂👎🏻,NOT_HS,0.0
13342, 😣مدري هالكلمه عابره 😂😂😂,NOT_HS,0.0
8034, كيف ريحتهم 🤢😷😷😷,NOT_HS,0.0
2677,اعتقد الخشبية الان ليست جديرة بهذه الثقة قناة عالمية فاشله بكل مافي كادرها وكل شيي تطور الا هذه الخشبية 👎,,4.0
7109, عمرك شفت اسد اخضر وبيض طبعاً الجواب (لا   )بس الضفادع ينطبق عليه المواصفات🐸🐸🐸,NOT_HS,0.0
14781,الانثى ، تحمل وتتعب وينقص جزء من ذاكرتها عند كل ولادة🤕. تتحمل كل هذا فقط - كي تنجب طفلا واحد غبي  ثور   يردد باستمرار بكل مكان : المراه ناقصة عقل 👎,,5.0
14483,قلة و حيا ومهزلة من بناتنا في هذا العصر الهاشتاق مالومهم يوم يقولون ناقصات عقل ودين url 👎🏻 بايع  بايع الموز  الكليجا,,5.0
9376, اسوء مصنع واسعاره مبالغ فيها مقارنه ب الجودة😷😷,NOT_HS,0.0
1106,جايتني الحين وحده بالقروب تقول كيف اعرف الملحد اذا انا اصلا ملحده والا لا خييييير وش اسوي شايفتني بنت ابليس حسبي الله 😡,,3.0
13026, 👎🏻مع احترامي الك,NOT_HS,0.0
1329, انبطاح بشكل مقرف له😷😷,NOT_HS,0.0
1845,سرقوا فلوس الكورة من كيسكم يا شوية طحالب🐸🐸,,3.0
5095,ايات user النككككااح ، بسسسهوله تبين تعرفين لكك ناس بششريه هالكككتااب.. حح وكلهاا  ورا بعضها مصالح  الذككووووور.. والمفسسر😑😬😣مجنووون  بعد..,,2.0
13882,بالله شلون كارثة ياخي حق نادي من حقوقه ليش ماهو نادي سعودي زيه زي الهلال والفتح والنصر والاتحاد والقادسية والاهلي والشباب!!! يارجل اعوذ بالله بالله وش ذا الحقد والعنصرية والحسد😡انت اللي يدير ظهورك والاعلاميين اللي على شاكلتك هو الكارثة والمطمة,,3.0
12408, انت انسان مبدع👍🏼🔪✋🏻,NOT_HS,0.0
7715,قلت لك انت طيب بس خساره تشجع الهلال 🐸,,3.0
13433, بو غانم اللي اشوفه مهب تحييل هذا رقص ، الشباب من ربع وزير خارجية البحرين 😷,NOT_HS,0.0
5392, لا وكان بفترة روسيل 👎🏻,NOT_HS,0.0
10464,حزب الاصلاح الاخونجي الشمالي خاطف شرعيه عبدربه منصور يقول عن الامارات في شبوه وعدن وحضرموت احتلال وانها تدعم مليشيات ووقتها تقول عن الامارات تحالف عندما تصد لهم صواريخ الحوثي في مارب !! الاخونج اذا لم تنفعه شوهه بسمعتك وكلنا الامارات يا عبيد قطرائيل 🖕🏻ء #عملية_السيف_الحاسم,HS3,3.0
2450,صاروا يلبسون علينا اسود بالغزوهالبنغاليه للكويت 😡,,1.0
10610,اكره شي وانا اكتب تسألن بنت وش ما وش 😡 اصبري لين اقضي وخوذي ابو الدفتر ب الذات إذا الدكتورة طايرة تحوس أفكاري,NOT_HS,0.0
10444,  خلصانه بعمود خرسانة 💔😂👊,NOT_HS,0.0
14851, بايع الوهم  بياع الكليجاكمية انحطاط اخلاق وضعافة نفس ، شفت بنات في ذليلات ترقص وتنابح ورى احد عشان ما يشبكها بس امانة يهونون عند هالعينه.. ما عاد فيه حيا ، صرنا نسمع بالحيا بس ف الواقع ما نشوفه! ترا لهادرجه صرتي مرخصه نفسك انك تطردين ورى كل واحد حلو وتصورينه كنك سلقه تطرد ورى خروف صيد! يع 😷الله يعافي عنكم ولا يبتلينا,,5.0
12317, تسمى صلاه  الجنازه هى  القادمه الى  انتحسيبكم ربي ياهل الضيقة والتص الكابة.. ترى ربي من خلقنا واحيانا ومنحنا الحياة.. وانتم تبونا نموت في كل تاق فيها موت وقبر... 😳 ( وبشر بشر ولا تنفر ) 😒 وانتم كل اساليب التنفير والشتم استخدمتموها.. قطع 👊🏻👊🏻,,2.0
11997, 😂😂😂😂😂 من قال هوذني اكرهه كره ماقد كرهته لحد😕 يعني وين إنجازات عفاش !؟ افقر دول العالم هذا الشيء مش فخر على فكرة ، عيب دكتور والإملاء هكذا 🌚🔪,NOT_HS,0.0
5956,اي شخص من عايلة البريدي يطمر خاص لاهنتم 😣💔 #بايع_الكليجا,NOT_HS,0.0
11326,#بايع_الكليجاماكذب ابوي يوم قال لي يجي اخر الزمان البنات تغزل بالرجال وهم يتغطون صراحه من بعد الي شفته صدددددمه عممررر الله لايبلانا وين الحياء 😤😤😤😤,NOT_HS,0.0
642,- هو انت سبتها ليه يابني ...؟!!= عشان انانيه ..😒عيزاني ارتبط بيها لوحدها انت متخيل ..🐸- لاا غلطاانه  طبعا ..🔫😂😂,NOT_HS,0.0
1919,ذولي بالذات ذبحووني ذبحووونييي شهذا الجمااال نننعععمممم خخخييييررررر 😡💔 ,NOT_HS,0.0
12483, أصلًا مش مهم إذا ما بيعرف قديش سعر ربطة الخبز ببلده،المهم Cute وبيعرف ياخد سيلفي ويقول #هلا_بالخميسخليكن 🐑,NOT_HS,0.0
7551,  #بايع_الكليجا   صدج اللي اختشو ماتو😑🔪,NOT_HS,0.0
9278, أول كنا نقول فيه من الشباب خرفان وما ندري أن فيه من البنات نعاج 🐑🐏 😂😂😂😂😂,HS6,5.0
12237,اقدر ابصم لكم بالعشرة انها بالمتوسط ذا الخادمة😷 ,NOT_HS,0.0
9551, ☹️😤😤هين ي ام شعفه,NOT_HS,0.0
14536, بايع  الكليجاقسم با الله حح عيبييييييييب الي قاعد يصير ضحكتو علينا العالم ياشباب خاقين عليها مع وحدة وحده يا شباب بنات خاقات على واحد للاسف مالكم اي ام هدف بالحياة با الحياة 👎🏻 👎🏻,,5.0
10533,كنا مغشوشيين اكثر فيهم باخلاقهم ومذهبهم الديني الدموي😣,,3.0
10240,prt ههههههههاشو هذوله اليهود بكل موسسات وانظمة العالم السياسية 😂 ، يعني ما يشتغلون الا بالزراعة او بالشر الحدادة ؟ او النجارة ؟ ؟ لو بدهم يسيطرون كلهم على الحكومات لو البنوك! user لهذا السبب حالة العالم مزرية😡👎,,2.0
8381,  #سعودياتxنطلبxاسقاطxالتعدد٦٠٠ما اقبل بالتعدد 🔪 غيوره 🙄💗,NOT_HS,0.0
8428, رجاء انت خلك ع جنب انا وهي نتفاهم 😂👊,NOT_HS,0.0
1283,مقالة الكاتب الاستاذ عماد اديب موجهه للمعارضين الشرفاء الحارصين علي مصلحة وامن الوطن... اكيد مش موجهه بس لامثالك انت وخ ومعتز... انتا فهمت غلط user وضيعت الحلقه دي من غير ماتشتم وتطلع كمية حقدك وكرهك دفين لمصر 👎🏻👎🏻👎🏻👎🏻,,1.0
6474, مدري صحيت وانا افكر بهالشكل السلبي السيئ توني فاتحة عيوني 🐵💔لكن الحمدلله على كل شي ❤❤,NOT_HS,0.0
7024,user الهي تي تي اي داتا تولع😡😠بقالي ساعه مش لسه عارفة اكلم اي سيمو😢😭,,4.0
12800,البنات استخفوا خلاص😷 ,NOT_HS,0.0
7396,#صلاه_الجنازه_القادمه_انت .. بسم الله علي .. الله يحفظني بحفظه .. الله يطول بعمري ويعطيني الصحه والعافيه .. ويسعدني في الدنيا والاخره .. ياللي ماتعرف تتكلم يا صاحب الهشتاق 😡,NOT_HS,0.0
14250,احقر ‘ الرجال ː من ترك فتاه طاهرة تبكي ، وذهب الى العاهرة يبكي👎🏼,,5.0
687,حركات كفار والله 😷,,2.0
6563,ي رجال اتفرج وهذا الفرح عالفيحا والله 😂وهذا وهم لو مباراه وحده انسحبو الدوليين لو سمحتي تبون شي فضايح الهلال ترى عندي ي طحالب لاكن استرو انفسكم علي 🐸🐸😏,,3.0
12947,#بايع_الكليجا والله مستغررربه كييف جاتكم الجرأه تصورون الرجال لااا وهو مستحي ويتصدد وأنتوا تلاحقونه !! ي جماعة الخير اهدا من كذا بليييييز الوضع صار اوووڤرررر  مرره فضحتونا مو معقوله الي قاعد يصير ، المفروض يرفع قضيه ع كل وحده صورت عشان تكون عبره لغيرها قليلة الأدب 😡🔪,HS6,5.0
10679, ايه ياجماعة ... الكل منزل التلاجات المنزلية برة النهاردة ..علياء جاد منزلة درجات الحرارة ..وانتى يا ايمان عايزة جاروف ... انا سقعتلكوا والله 💩❄☃️,NOT_HS,0.0
12683,تحيه في متل هذة الايام من العام ١٩٩١ لكل مواطن او مقيم متواجد علي هذى الارض لة كامل الاحترام والتقدير والحب علي صمودة تحت نيل الاحتلال الاحتلال الغاشم العراقي القذر والذي حرق الحرث والدم والارض والنسل والاطفال بلا اي رحمة 😡😡وقد تحمل الاذى من الاعتقال والاسر والاستشهاد 💔💔 لهم التحية والاعتزاز والاكبار منهم 🌷,,1.0
11696,بعد كده مش هتدخل في حاجه متخصنيش علشان انا مبقدرش حد 🐸,NOT_HS,0.0
5145,شعب التبن وعمر المختار انتي وكل جحش متلك سوى رتويت بس لكلامك.. ماعم صدق كمية كميه التخلف والتخلف والغباء والانحدار اللي هي فيكم بس صدق لما عرفت انو اللي حاكمكم زهايمر وابنة شيخ دب داشر ومستشاره تركي وقناة وناسة بطل العجب👊👊😂😂😂,,1.0
3175, انا ما اهرج مع ناس ماعندهم الا ٣ دوري وولا كاس اسيا       بطولتهم الباقيه كلها محليه ويقولك التعادل مع الاهلي بطوله حل يشيخ 😂😂💛💛🐸,HS3,3.0
14070, بايع الفاكهة  الكليجاكل شخص اذا مثلا شاف شيء معد عجبه اكيد بيطالع الارض ويمشي ويبتسم ويذكر الله بالخير بينه وبيني وبين نفسه بس مو توصل للتصوير والاغاني والكلام والملاحقوالتغزل قدامه عيني عينكبنات ماتربن وماعلى روسهن رجال هايتات بالشوارع يلعبون مع بنات السوء يالله الله يمحيكن ونرتاح منكم يافله انتي ياحريه 👞👞,,5.0
8681,هذي المصيبة راتب ذا الجندي عندنا يعادل شهريا تقريبا نصف راتب المعلم.. ومع مع ذلك ترى شغلهم الشاغل راتب المعلم!!! ، طيب التفتوا يا العساكر للاعبين الكورة الي يلعب كورة ( ب تسالي ) ويستلم بالشهر نص مليون... لا ويقولون لك ادعم ناديك الهلال بعد😡,,4.0
9823,ا ايات user النككككااح بسسسهوله اللي تبين ان لكك الدنياا بششريه هالكككتااب.. وكلهاا يركضون ورا مصالح الذككووووور.. 🌺 والمفسسر😑😬😣مجنووون ي بعد..,,2.0
10202,واجد منكم سألوني عن ......... (جملة المشاهير المشهورة  اذا بغوا يتكلموا عن شي ما حد سأل عنه بس مو عارفين كيف يفتتحوا الموضوع) 💩,NOT_HS,0.0
13460, ولله هاذا الي قاعده اسويه الحين😤,NOT_HS,0.0
10895, وربي انهم وقحات مو بس وقحات الاقليلات حياه ورخيصات  الله لايبلانا 😷,HS6,5.0
6025,  بالله هذا وين وحنا وين...نبغئ الدوري وانت تتكلم عن كبتنيه ...مره قديم انت 👎👎 ,NOT_HS,0.0
7130,الله يعينها امها داعيه عليها 🙂💔🔪 ,NOT_HS,0.0
13977,يالله صباح خير لا شر فيه  اعتقد انتهينا من نظام للي تدور الشهرة على ظهور البنات من عهد ابراهيم صالح ناهيتكم عن ذا الاسلوب الوضيع بالطرح وكانه اسلوب... 😊بالله فكونا منهم تكفون ملينا من هالاشكال وبعد كل يومين تروحون تصايحون علينا بهال تريند ،  هذي حملة تبليك تبليك مشاهير وجعلتوا من الحمقى مشاهير!! ,,5.0
10342,الهندي قاعد يثبت لنا للمعزب  ان الخروف 🐑صار صديقه حتى وهو ما يذبحه 😂  مافي امل يذبح,,1.0
12010, نفسك مررررراااا أوڤررر🤮🤮🤮🤮,NOT_HS,0.0
13325,بحس بالتقزز و النفور الشديد لما حدا يطلع اصوات هو و عم ياكل. في ناس لو شو ما اكلت بتطلع اصوات مزعجة، يععع 🤧🤧😷,NOT_HS,0.0
10608,نعم يحكمها الحوثي عصبات سوداء وبقر اسواء   •  الحوثي   عليهم وعليها وعلى اخلاقهم القذره م يستاهلو اللي حصلهم,,3.0
7777,روح اقرا كتب التاريخ ياطحلب 🐸🐸 قبل لاتتكلم وتتكلم على اسيادك 💙🔥💛,,3.0
11309,اغبى انسانة شفتها في url حياتي.. طريق اسراييل والقدس مش من سيناء يا حيوانة.. حتى لما قامت الثورة وفتحت الحدود وفي عام 2013 حكم الاراجوز مرسي ارسل خطاب لبيريز بكلمة عزيزي.. لا شفنا دواعش قتلوا يهود ولا دن شفناهم حرروا القدس منكم يا حمير. 😂😂 😂بخصوص الجيش الوطني المصري فهو يدافع عن وحدة ارضه ودينه وشعبه يا بنت وسخة 😷,,2.0
396,تقارير تتحدث عن صفقة خيالية مفادها أن باريس سان جيرمان يخطط من أجل #نيمار لصفقة خيالية مع #برشلونة بحيث يتم تقديم مبابي للبرسا مقابل جلب كوتينيو لباريس 😣هل هذا منطقي؟ 🤔😶 #برشلونة #باريس_سان_جيرمان ,NOT_HS,0.0
8672,احسه*وبعد اقول فهمتو 😭🔪,NOT_HS,0.0
2502, لنا 600 يوم واحنا نشرح ونعيد ونكرر عشان اللي زيك مافهم يفهم لاتعصبني رجاء تابع التاق وتفهم الايات ماراح نعيد 😤☝🏻💔,NOT_HS,0.0
6099, ولد عاصي 🐸🚬,NOT_HS,0.0
7189,مستوعبين اني من ٧ الى الان وانا بالكلييه؟؟؟؟؟وباقي لحتى ٣ 😞ساعات ضاعت من حياتي كل يوم تسع ساعات تضيع من حياتي وانا بالكليه متى اعيش بالضبط زي الناس  واقلبها نوم ٩ ساعات  😤كم يبقى لي!!!,NOT_HS,0.0
6178,افف ويع وش هالخياس والعفن احس صارت ريحة عباتي ريحتها الخايسة😭😭😭😭😡😠😠,NOT_HS,0.0
9377,واحد معروف بالهياط   ​​​​​​​​​​​سألوه ليش رابط خروف بالسرير ؟قال يا رجال إفرض بالحلم جاني  ضيف ؟!!🐑🐑🐑🐑🐑🐑جديده  ٢٠٣٠😂😂😂😂 ههههههههههههههههههههههههههههههههههههههههههههههه,NOT_HS,0.0
1127,ي ربييه لمن بنات كلاس يبدأو يستظرفو ي ربييه ع العثاثه الا تتطلعع 🙂🖕🏽.,NOT_HS,0.0
142,#بدر_البدر_للدعم #قروب_ذبحني_الشوق #قروب_خواطر_برستيج #قروب_سعد_للرتويت #قروب_بحر_للدعم في علم النفس...😍اذا كرهت مدينه تتزوج منهاعاد انا م يرفع ضغطي😠الا باريس ولندن😂😂🏃,NOT_HS,0.0
437,واضح هذا الجيل اللي مو مستوعب الامور السياسية على حقيقتها لا ومقلن الا ما يراد حقا له ان يقوله... ولكن الاوضح والاتفه ان  شعيب وبرنامج  اللي استغل ضعف و شخصية الضيف وتفرعن عليه الضيف بطريقة حقيرة👎,,1.0
12593,دعاتك السعودين ؟ ؟ والسعوديين ؟ ؟ السعوديين جميعا وامة محمد اجمع كلها تنتفض ضد الكلب القمص زكريا عبد بطرس👞وامثاله ؟ ؟ المتطاول على بيت الرسول صل ا الله عليه وسلم.. وصحابته الكرام.. ولاتنصب نفسك ناطق لدولتنا! ثم مايزعجك ؟ طالما كل دعاتك خرجوا باختيارهم ؟ وتحدثوا ؟ وصلوا وسافروا ؟ والناس تنشر مافعلوه! لماذا لاتعتبره دعاية لهم ؟ 👋🤣,,2.0
9786,اي صح عليك اهم شي بطولات ال6 سنوات ركز عليها 😘 لا وتسمي نفسك رمز كبير ايها الخدمي 🖕😁,,4.0
6428,#قطرحسبنا الله ونعم الوكيل الاعراض تنتهك في قطر من التركي جبناء لابوكم لابو الكلب زلايب يشتكون القطريات الشريفات والضباط القطريين يقولون مالنا دخل روحوا بيوتكن😠 ,HS1,1.0
7112,قسم بالله ان تلفوني ٢٤ ساعه بايدي ، اذا دقيتي و مارديت لاترديييين تدقين😅😤,NOT_HS,0.0
14699, الي بايع  الكليجاكومة من مراهقات الرياض كل راس اسبوع طالعات لنا راعي بتاق الاسبوع الجاي بايع من البليلااااااااااااا🙄😷,,5.0
5602, عنصري 👎🏻,NOT_HS,0.0
9813,خلص الشتا يا جمااعه تسبحوا🤮!!,NOT_HS,0.0
2198, مزهرية ع راسك صرلي اسبوع عم رتوت ومنشن الك وانتي ولا ع بالك 😡,NOT_HS,0.0
13344,#بايع_الكليجا تفاهت 2018  نشوف التفاهه الرابعه 👎🏻 ,NOT_HS,0.0
11649, يا عيال ام الاجانب اللي لعبت معهم البارح معظمهم انا افضل منهم بس اخر اللعب لاعيبتي يثقلون وهم لا 😤 لعبت 10 البارح ما فزت الا ب 3 قسماً بالله اني افضل منهم كلهم لو يجون يلعبون معي كيك اوف اوف لاين وربي ما رجال منهم يمسك كوره حتى انت يا بو عمر 😡#فيفا١٨ #FUTChampions,NOT_HS,0.0
12033,احنا شاردين من الفضاييات المصرية العربية القمامية لا فيه قصة موثرة ولا محتوى يحترم العقل والادب والمنطق وهمجية ع الاقل طول مايبغالها تفكير 👎🏻 url علشان لايغثوني ولو فيه بعد خدمة حذف حذفتها,,4.0
1227, ذكري  تحرير  الكويتاما يكون هناك قانون شديد العقوبه لكل متسبب بهذي القذاره  والمنظر الغير حضاري او بلاها الكويت لا url نريد اعياد ولا وطنيه ولا نريد مناسبة بعد ذكرى تحرير الكويت والسبب سلوك وتصرف الهمج من من ابناء وطني الذين لا يملكون ذرة حب واحترام وغيره لهم على تراب وطنهم 👊🏻,,1.0
11592, بايع  الكليجاامس في سوق عكاظ تعرضت للتحرش من قبل مجموعة من الشباب الدشير وقالت حسبي ، الله ونعم الوكيلالمشكله ماردعهم وجود الشرطهالله لايوفقهم😣ليش دخلتم العزابيه علينا يعني ياسوق  عكاظليش قاعدين تسمحون حتى لهم ياذونا😔هنا تعمدت ماوضح لي الصورة عشان مااشهر فيهم💩بس عن جد قهروني للاسف طول الوقت يلاحقونيحسبي الله,,4.0
6544, يعع هالسامج توي امس شايفة له مقطع بالانستا 😷,NOT_HS,0.0
9674,بتعملوا ليه ف ديك ابونا كده ليه هو احنا كفرة ياا ولايهود... وربنا عيب احنا ماشيين معاكوا بالعلاج 😡😡😡😡,,2.0
203,  الفحل والعاهره بترعش ⏪ 🐵 حصرى الفلم هنا    ,NOT_HS,0.0
74, هزلت والله،الله يأخذ هالعينات بس😷.,NOT_HS,0.0
4342,الي يبيع كيلو الكليجا لابس ثلاث كمام هواء 😷من قوة ريحة بعض اديوسهن وريحة اباطهن المعفنه الله لايلومك  بايع  بايع الكليجا,,4.0
4802,لا عاد مو يوصل ترند، من جد تفاهه 👎,NOT_HS,0.0
3462,  انا افتكرت هالفرحه ببطولة التعادل والحصول على نقطه .🐸 ,NOT_HS,0.0
12184,صراحه اول من جالس يفشل السعوديين هم قناة العربية يعني ابد ترا مو خبر مهم ولا حتى راح يسعد الشعب انكم تعلنون عن خبر موضوع راعي الكليجا الحين متفشلين بينا عن موضوع شفاحه بعض الحريم تروحون تلعنونه وتتم بقنااااة وتف للكل لييش ؟ هذا يعتبر دليل انكم فاشلين ولا عندكم مواااضيع 👎🏼,,1.0
10657,صراحه احس اول من يفشل السعوديين قناة العربية url يعني ابد الخبر مو خبر مهم ولا راح ين يسعد باقي الشعب انكم تعلنون عن موضوع سالفة راعي الكليجا الحين متفشلين بينا عن شفاحه بعض تصرفات الحريم تروحون تلعنونه بقنااااة وتقولون للكل ليه ؟ هذا دليل انكم مره فاشلين ولا عندكم مواااضيع 👎🏼,,1.0
729,دايلر user اتفه منتج يوتيوبر و ديوان اتفه شركه ‼ 😒 user حسبي الله ونعم الوكيل فيك ‼ 😞😡,,4.0
9213, محورباكو😷,NOT_HS,0.0
8461,لاتنمك ياطحلب في شيء تاريخك كله 3بطولات علي النصر وانا جايب 9 لاتنمك نواف التمياط حسم عليكم البطولة 3بطولات بس على عدد بطولاتكم وزع علينا 😂😂🐸,,3.0
13927, بايع الوهم  الكليجا ياوجه الله حتى السعوديه في ذا🙂💔من غمزه لكليجا ؟ ؟ انتم شعب مره خفيف يهب😒💔🔪,,1.0
4725,كرستيانو رونالدو نايجكم نيج دي 🖕🖕,,3.0
803,ممكن اتدخل في حياتك الشخصية ؟!..تعالي خش كلهم جوا 🐸😂 ,NOT_HS,0.0
8737,لاتخصون هذا صراحه كل اللي بركن القصيم يفتحون النفس وافخم ركن وكل ابو شي لبى والله القصمان بعدين اي وحده سبت القصمان لاتخقين مع عيالنا 😱👊🏻 #بايع_الكليجا,NOT_HS,0.0
735,ازاى يعنى تبقى قاعد وانت بتمتحن دلوقتى وتسمع ان النتيجة متعلقة وتبقى بتموت واتوترت و ممنوع منك تطلع تبص وتشوف ، تتفرج ، ، والامتحان 4 و5 ساعات بس اصلا.. وادى وشى لو عرفت ترسم معايا خطين واحد على بعض.. يا كلية عرة مفكيش ولا ذكرى حلوة ليا كتك القرف😷😷,,4.0
6036,اسوء شيئ اللي يجيك وانت مبسوط على الاخر ويعلي على التلفزيون ويقعد دقيقتين ويروح ويخليك تكره القعده التلفزيون يلعلع والحمار مشى ! والثاني اللي يفتح باب الحمام العمومي عليك ويعاتبك ليش ماقفلة الباب هذا والله الحمار الصجي 😂😂😂😂 حمام يحمار مسكر عمومي بسوق او بمسيد الخ لاتفتحه 😡🌵,NOT_HS,0.0
7244, اي والله صادق ماعاد فيه شيء تقدر تتكلم فيهحتى اخبار النادي كارهينها 😷,NOT_HS,0.0
12401, حسبي الله ونعم الوكيل 😤😤😤😤😤,NOT_HS,0.0
3583,  #الجدياذا بتجي تتصل وهي بنص الطريق؟ وتقولك ترى قريبه (مادري ليش 😂)واذا مابتجي تسحب بعدين  تقولك ترى طالعه المكان الفلاني 🐂…,NOT_HS,0.0
9771, تميم قايدنا  قايدنا ✌  وحمد  عدونا 😉هذي هو الخطه البديله يالرخوم صح😂 لعنكم الله 👊 يامجنسين عزمي بشارة 👎,,1.0
1704, ليه الافتري دا ✋ 😓 👊 😂 💔,NOT_HS,0.0
14256,وتجيك بعدها بتويتر بنت تكتب الشاب السعودي شهواني 👎,,5.0
230,  في ناس بتنحب من خفة دمها وشخصيتها الحلوة 😍👌 عندكم أنا مثلاً 🙈❤ بفوت ع القلب #شعبطــة 😌✋ يلا اعترضو خلينا نخسر بعض 😒🔪,NOT_HS,0.0
4427,لو الشركات الصينية تبدع وابل تعمل فان بعدهم يدافعون عن الخرده ابل 😷,,3.0
3201,💩 : بتتكلمي ليه👧 : ابله كنت اسألها علی شغله 💩 : متسأليهاش اسألني انا!!! 👧 : انزين ، عندج رقم عزوز اللي بالبدع؟,NOT_HS,0.0
7855, قهوة بو عزوز لها طقوس خاصة ☕️👌🏻🤢,NOT_HS,0.0
9009,  خذ 🖕🏿 لعلك تتذكر هذا او تخشى ,,2.0
7170, خلاص هدوا... كلن م فهم الثاني وبس.بلا هواش😂👊🏻,NOT_HS,0.0
6569, تراه علاج يامرضى 😷🙂,NOT_HS,0.0
1852, ويقولون مافيهم مقحبه 🖕,NOT_HS,0.0
8510,لا أحد يعلم عن حروبك الداخلية التي خضتها بينك وبين نفسك لتصبح بهذا البرود.😑🖕,NOT_HS,0.0
14488,ومن درامات البنات السودانية ام درمان   جلحات الوراء 😅😅👧 : اه نعم ي استاذ🐸👋👨 : معانا معاكم ولا نايمةة ؟ 😒❌👧 : لا معانا معاكم 😏😏✋👨 : ها طيب اذكري حاجة لي واحدةة من ادوات الاستفهام التعجب ؟ 👧 : لاا اشششششي🐸💔👨 : اشي عليكي حتى انتي.. اطلعي بره ي حيوانة🌚👈😂😂😂👋,,5.0
369,  حاول مره ثانيه يااصغير .. لمن اتكلم مع قطري كاني انكلم مع جززمتي الله يكرمها عنك 👞…,HS1,1.0
7648,يعتبر تحرش وانا معاه اذا يبي محاميه تدافع عن حقه وتعاقب المصورات 😡ما اخذ منه شي كله لوجه الله 😌 ,NOT_HS,0.0
10741, انا اللى اقول كده بس 😂😂👊👊👊👊,NOT_HS,0.0
7796, وين الحش ؟اذا فهمته هو واشكاله ان زمن جلسه البيت انتهى وولى صار حش ؟وبعدين وش نظام سواليف البزران هذي؟اكبر ياخي 😷,NOT_HS,0.0
4152,للاسف عندنا القضاة بس يبي لهم قضاة فسااااد فساد ومحسوبيات تحصل بين بعض القضاة واصحاب القضايا ويتفرعنون علي بعض الازواج لاصار له وجه معرفة قاضي 👎🏻  مهجوره  اربع  سنه على  اريد حريتي  فك  قيودي,,4.0
907,طبعا نحن الشيعة العرب الشرفاء نقول للصفويين واعداء الدين اﻹسلامي.. نفتخر بالسعوديه.. وحمايتهم للدول العربيه وللخليج العربي ولبيت دين الله وقبله المسلميين.. اما الصفويين امثالك ماهي انجازاتكم سوي قتل المسلمين السنه ونشر وزرع الفتن وقصف ضيوف بيت الله.. ؟ ا ؟!! k 😷🙋✋,,2.0
2652,  شيخ أستدعوه ال🐸 قبل مباراة الاتحاد شاهد ماذا حصل #الاتحاد هههههههههههههههههههههههههههههههههههههههه…,NOT_HS,0.0
2067, ماتدري ومدرعم ليه في الهشتاق 😡,NOT_HS,0.0
2595,#بايع_الكليجافشلونا الخفيفات .. ويقولون الشباب خرفان😷,HS6,5.0
5441, ماهو بكيفك 😡😡 لاتعلقنا,NOT_HS,0.0
14244,لاقصى من مراحل السخف والشفاحه والظلم والاستخفاف من البنت كان حياها يزيدها جمال الحين الله المستعان هزلت والله 👎🏻,,5.0
6638, جاني رسالة جعل يده كسر كاتب هذا كلام😭😠😡 ,NOT_HS,0.0
14368,اي والله م قهرني شي الا بس هالمتخلفات اللي يصورونهعيب عليك عيب علينا ي ختي 🔪واضح الرجال متضايق ومنزعج ومو معطيهن وجه 😤 وهذول وراءه من مكان الى اعلى مكانجد جد مبزره🔪💔  بايع السمك  مهرجان الكليجا,,5.0
13880,يا جربوعه يا اساس جهاد النكاح والداعشيات يا داعشيه ما اشوف لك دخل خلك باسيادك المصريين هم احرار خلي 4مليار دول يطفحوكم يا اساس الخراب والفساد في الدول العربيه والاسلامية يا شويه من ارهابيين الا هي فين اللي ام واخت وعم بو عزيزي كويسين اللي في كندا كمان ولا لسه عايزين تحويلات هارمنا من اشكالكم يا خنازير الاخوان الارهابيين 🐑🐑🐑,,3.0
9191, تفوووووو💁🖕,NOT_HS,0.0
1587, 😣😣أخاف العصبي,NOT_HS,0.0
2929,ما فيه غير الخنازير 🐷 ,NOT_HS,0.0
5996,سبحان من الله تضيق صدورهم اذا هم شافو مسوول سعودي في اي منصب او احد مدح سعودي وكان انهم ماكلين حلال ابوهم الله ان يخارجهم من ارضنا هالزبالين😷😷,,4.0
12942, 🤔🐸😂😂😂😂😂😂😂😂😂ي نكديه,NOT_HS,0.0
13696,سعودي  بايع  يبيع الكليجا يخق الرجال الولد : عادي ما يعيبه ، شي شريف طاهر شي وظاهره واخلاقه طبيعيه😍تخق البنت : قليله ادب وحياء وعرض وتربية وعاهرة ومت وقح * * ه وممحونه وتبي واحد ال * * * ورخيصة 😡  اهلا بكم 🔞 في السعودية 😍💩 ,,4.0
14340,قلة ادب بصراحه ولافيه حياء مع كاامل احترامي للبنات المفروض الشر كله يعم لو وكيف الرجل غطى وجهه 👍👎🏻,,5.0
2977,الاغلب ٪ من الاطباء العرب يسحب في رجوله ويجي متاخر ولا يحترم المرضى حتى المراجع والادارة كذالك تعاملهم كانها مريضه خايفه منه ولا تعاقبه 👎🏻,,4.0
