,tweet,off_label,label
8441,#بايع_الكليجاوش هالمواضيع التافهه تطلع ترند والرجل الله يستر عليه عادي مايستاهل الضجه اللي صارت عليه عاد صباح الخير ياعرب مب غريبه ع مواضيعهم بعد 😷,OFF,1.0
3058,#بايع_الكليجااكثر شي مسعدني في الموضوع العيال الزعلانين 😹 هذا حالكم يوم تنهبلون على أشكال رؤى الصبان كأن الجمال ماعرف السعوديات!! الحين الي خاقات على بيّاع الكليجه مطلعين شكلكم 💩كأنه شي غريب انهم شافوا سعودي حلو! هاه كيف شعوركم ياعيال؟ كيف الاهانه؟ تستاهلون! 😋😍 ,OFF,1.0
11186,هايط بعيد انقلع عني الله ياخذك ي 👞💦,,1.0
8936,لا يعني كذا محنا راضين يا شيخ الله يلعنكم كلكم ويلعن ابو عرضكم المخيس ,,1.0
2035, طَيب 😂👊,NOT_OFF,0.0
5355, حرام فيك يكون معاك والله اخاف انك انتي الشهبه مو هو💩.,NOT_OFF,0.0
1106,يرشون ماي و حاطين اغاني عراقيه ..لا التصرف حلو و لا background اللي حاطينه حلو !!مادري احنا متحررين من فيتنام  !!؟ناس ما تستحي 😡😡😡,OFF,1.0
9557,يليل انتي الزق يليل التبن يليل توي مستانس يوم اني جبت ذاك العيد مرتين بالاختبار و تجي تضيق صدري انا بذا الكريه 😷,,1.0
5531,🐏🐑🐐🐏🐑🐐🐏🐑🐐الهندي قاعد يثبت للمعزّب إن الخروف 🐑صار صديقه حتى ما يذبحه 😂 ,NOT_OFF,0.0
4736, أي والله كثرانين بشكل مقرف 😷😷,OFF,1.0
2802,  سيصيبك ما اصبتني به ، فقط انتظر .. هيطلع عين اهلك 👊👊,OFF,1.0
6351,  وينك يابنت القلب .. 🐶,NOT_OFF,0.0
3971, لله يخليك النا يالبابا كل يوم تكبر بعيني لانك بتقول كلمة الحق ومع نصرة المظلوم من المفروض المشايخ المسلمين هن من ينددو بهيدا لانو الاسلام مستهدف ويتم استأصاله على يد قوات الأسد المدنيين ضحايا ومإلن ذنب استحو ياعنصريين لله ينصر اسلام تحيا سوريا ويسقط الأسد👎👎,NOT_OFF,0.0
5169, ب ختصار لانك ( رخيصه الثمن ) 👎,OFF,1.0
424,يا كريم يا رب والمحاضرة تخلص 😤,NOT_OFF,0.0
1596, حتى انتي 🤦🏼‍♂️👎🏻,NOT_OFF,0.0
177, ماتجي ي بااااااااااااااااااااااااااااااااااااااع 🐑,OFF,1.0
5507,#بايع_الكليجا يع صوت اللي تقول ياتبارك الرحمن مسسسستفز😷,NOT_OFF,0.0
11392,ﯾﻌﻨﯽ حاسس اﻧﺖ ﺑﻨﺖ ﺍﻣك و ﺗﻌﺒﺖ ﻓيك اخر 9 ﺷﻬﻮﺭ بس 😒ﻭﻓﺮﺣﺖ انها جابت url ﻭﻟﺪ☺تروح بقى انت ﺗﻌﻤﻞ ثقب اﮐﻮﻧﺖ ا باسم ﺑﻨﺖ!! 😂😡🐸😂😂.,,1.0
6339, ماهي غريبه عليكم ماكذب من سماكم عيال شريفه عموما صرتوا حتى باللطم مثلهم واقوى والله وبالله ان لطمكم هذا طرب مستانسين عليه وانتم تعلمون مثل الكل ان الحرمين بعيده عليكم خل ايران تلعب بدويلتكم المحتله يحسبون السعوديه دويلة قطر👎🏻😂🤣,OFF,1.0
10703,هاي هي اخر مرحلة المزبلة اللي عايشين فيها 😷!! شكلوا صار لازم كلنا نحط بين كل مواطن ومواطن اجنبي شرطي مشان الناس تستحي عدمها!! لا تعرف دين لهم ولا اخلاق.,,1.0
650,يا ليل الليل 🤢 ,NOT_OFF,0.0
5526, الرجال صاير يستحي اكثر منهم المصيبه اللي طالع صوتها وربي كبيره وشكلها متزوجه ومخلفه بعد  يععععععع وش هالوقاحه 😱😷,OFF,1.0
3369,كانت معرفه خرا زي وشكوا والله 🐸✋,OFF,1.0
2799,اقسم بالله منظر يسود الوجه استغفر الله ايش الانحطاط والمهزلة ذي اللي تصير😷😷#كليجا #بائع_الكليجا ,OFF,1.0
7412, و طالما مفيش ادب يبقي نتربى 👊👊👊,OFF,1.0
2218, اساسا حاطط المنشن غلط😣,NOT_OFF,0.0
4544, الأعمال بالنيات يا اخى بس نصفى نفوسنا👊👊👊 لان التوبة أسعارها فشخت المواطن الغلبان اللى اقصى امله يزور بيت الله✋,OFF,1.0
6538,  لازل العضو الحقير الحوتيزرع الفتنه بين الشعباعتقد اوسخ عضوب تاريخ المجالسقدام الشيك يصير🐕كثر ماتقول قذر اشويهحسب…,OFF,1.0
2466, الموضوع نقاش عام ونحسسر بين بنات الرجال عيب تحشرو نفسسكم بنقاش البنات وتحاولو تلفتو ان احنى معاك ويعنني ترفعو ارتقو محدش بيعطيكم وجهه ولاحدش بيدخلك خاص ويقولك وواوو فديتك 😅😅👊👊👊👊,NOT_OFF,0.0
5970,  دائما تقولو انهيوك اللي يبداء المشاكل😡قدامكم ييسونغ قاعد يعذبة وهيوك مسكين مارد😭🤣 ,NOT_OFF,0.0
8707, لا تزعل بنخليك تشيل ثقالات 👊🏻👊🏻,NOT_OFF,0.0
1171, طويل😣💗,NOT_OFF,0.0
6473, عفواً !! بغض النظر عن إن فعلتهم خطأ ! لكن ما يحق لك ولا لأي شخص غيرك يقذف ويسب بهالشكل و هالألفاظ، طالما انتي الواثقة بالله والخايفة والطاهرة والعفيفة لا تقذفين أعراض الناس ! كفايه استشراف😷والواثق من نفسه وتربيته واخلاقه ما يجلس يتكلم بها أعتقد !,OFF,1.0
10789,ابا امباع .,,1.0
5290, فعلا واللهقليلات ادبوحتى لو فرضنا انه حلوامسكي نفسك ماله داعي تورينا تربية اهلك الزبالة😡😤,OFF,1.0
250, اي والله صدقتي .. تخسي 👎🏽,NOT_OFF,0.0
9488,اه و يا عيون كلبة 😳💔👊🏻,,1.0
3017,هسي عُناب حتجي تقول لى اشربي من نفس الكأس البتشربينا منو 🙂🔪,NOT_OFF,0.0
10768,سبت كلام البت الي بتحبها وجيت ترتبط بيا انا 🙈! = اه ما انا هي الي بحبها قلتلي شوفلك اي كلبة ,,1.0
8837, بعذرك والله😷,NOT_OFF,0.0
3546,طبعا طبعا لازم امرض عشان برجع الكويت🤦🏻‍♀️😷,NOT_OFF,0.0
9174,يا  عبدالعزيز  قالها الغيامة الكارثه اكبر اذا عداها  المستشار تركي الفيصل  ال  قال الشيخ لك👎🏻 ترا جدار الباطن مهوبقصير للهدرجه تقلل من هيبة شانه واتمنى انت ايضا من ادارة الباطن ماتمشيها للاشكال هذي حتى بالتطاول علينا والتقليل من هيبة نادينا الغالي العزيز  الباطن,,1.0
3400, وش قصدك 😂😂👊🏻👊🏻,NOT_OFF,0.0
5557,ريحه السواق سببت لي صداع بالمخيخ😷,OFF,1.0
6906, مرررره😷,NOT_OFF,0.0
2831, قسم بالله شي مُخزي  انا ودي الخيزرانه الي محط بهن عشان يعرفن ان الله حق 🔪🔪,OFF,1.0
10963, تميم المجد  قايدنا  فخرنا وحمد الخليفه  عدونا الحمدالله اني كويتي مو قطريه 😩😷😷😷😷😷😷,,1.0
5073,اذا كشفتا ان الرد قد اختصر فاعرف انك شخص معاط👊,OFF,1.0
10011,صحيح جدا الكل يعرف كل ما يحدث في ميادين مصر ✌الا الخونه والاخوان الحاقدين والجاهلون مثلكمصر بتتغير مصر اكيد بتنتصر ✌تحيا جيش مصرونصيحه اصلحي بيتك وملكيش دعوه ببيت الجيران😂ده url اذا انتى مكونتيش انطردي ابوكي من بيتك 👊,,1.0
322,اعوذ بالله انعدام حياء غير طبيعي الرجال استحى وانتم مااستحيتم والله يالي صورتي عليك جراءه فضيعه الله يستر علينا يارب 😷  #بايع_الكليجا,OFF,1.0
11168, بايع  بياع الكليجا حتى المزز ذولي حرام نقول عنهم مزز اصلا 🖕🏼🙃,,1.0
9551,شمر حايل من يبي يكرهم ي دبه 😡👊🏻,,1.0
4887,جاني النوم😣😣,NOT_OFF,0.0
7068,يا شيخة خلي عندك نشاط بقى كفاية برططة 😂😂😂👊👊👊 ,NOT_OFF,0.0
7658,يارب ارتاح من التعب😣,NOT_OFF,0.0
5471, بعينك ياوصخ انت واللي باالمقطع ياالخسيس😷,OFF,1.0
11425,الله يحرقهم بس وياليتهم يقدروا يقدموا خدمة زي الاوادم 😡,,1.0
9622,يا الله ما اوقحكم 😣 يعع ايش نوعية البنات ذي يع عليكم ، الحمد لله دايما اني بعيد السوء عنكم,,1.0
2072, اللي عندك صار اسمه اشهب؟ ما الومك يالاسبانية ما توفرون حتى السواق لا كثر الله عينتك😷,OFF,1.0
7800,جو مكة الان رياح وغبار 😤😷😷,NOT_OFF,0.0
10090, من منتدي  عمان  للموارد البشريه  البشريه كالعادة قديم ولا جديد كلام وافعال وشعارات وخطط وطلبات ومصالح ورغبات وافكار واقتراحات كلها تكفي لجعلنا الدولة من ارقى الدول ولكن عند التطبيق العملي تكتشف ان البقر يمكنها ان تكون موسسات افضل مننا ,,1.0
2033,#صلاه_الجنازه_القادمه_انت قاعده اقول لامي اسمع صوت ب اذني قالت بتموتين فتحت تويتر طلع لي التاق ذا 🙂💔💔💔🔪,NOT_OFF,0.0
7421,  عيد ميلادي اليوم تمنيت هديته اتكون ع لفراش من زوجي جابلي دبدوب 😠😠 ,NOT_OFF,0.0
10385,الزبدة حقين السحلية و حقين البناتي خربوا الجو😷,,1.0
6779, قليلا من الحياء ياناس😠,OFF,1.0
5604,بدأت أحس فعلا إن مش حيجي يوم حلو ...و إن هي دي طبيعية الحياة اصلا وشكلها ..و إن أي تخيلات لحاجة حلوة ممكن تحصل ..ما هي إلا شوية أحداث مفتعلة من دراما المسلسلات والأفلام👎 ,NOT_OFF,0.0
9475, مبارك داليا  مبارك زنجيه اصلا هي بس المكياج هو مضبطها ولاعلى الطبيعه الله url يستر 😷😷سعوديه والله و عيب كذا مو قدام العالم على شنو يارب نغار واحنا لا ناقصين جمال ولاحياويقولو سعوديه والله تخسى عاد 🌚توصل بنات السعوديه 😍,,1.0
11306,اخر الزمان الزمان يكثر امثالك الاشكال ذي الي مثلك ,,1.0
3006,  بطولة جديدة نعلنها لكم وهي Rainbow Six Siege 👊👊👊البطولة تقام الجمعة الى السبت و التسجيل متاح الآن عبر هذا الرابط:,NOT_OFF,0.0
5591, مالك خاتمه 👎🏻,NOT_OFF,0.0
5247, انبح بعيد يا بريري👞,OFF,1.0
4386,#اصدقا_الوناسه_وينهم من جد والله كلهم نفسيات حتى بالسناب بس مراقبات 😷,NOT_OFF,0.0
5175,#بايع_الكليجاالرجال استحى وهن م يستحن اخر الزمان 🙈👊🏻,NOT_OFF,0.0
7948, ماتليس دفاعا عن وحدة اليمن ولا لعروبته!بل هلك خائنا لوطنة متوشحا بالخزي والعار👎,OFF,1.0
1311,من اهم علامات الاهمال اللى اخليك تحس بيها من نحيتى ان مفتحش معاك مواضيع ! 😂🐸👀✋,NOT_OFF,0.0
5055, مشغول صدققققني🤭😡,NOT_OFF,0.0
5694, نخائي 😡😡😡 شكلك ماافطرة,NOT_OFF,0.0
91,بعض مصطلحات ال amrican slangsAn arm and a leg =  غالي جداAnts on your pants = متوتر جدا لدرجة انه لايستطيع الجلوس وكأن فيه نمله في بنطلونه😂Armpit = الابط وهذي تستخدم للتعبير عن النتانه والقذارة 😷At the end of rope= متورط للغاية على قولة المصريين حبل المشنقة لاف حول رقبته,OFF,1.0
1108,#سعودياتxنطلبxاسقاطxالتعدد٦٠٠ ياكثر العوانس بالهاشتاق بالقوه بتتزوج معدد ياحبيبتي راحت عليك عفني وخيسي ببيت اهلك 😷😂😂,OFF,1.0
6971, الترجمة ⛏😡😡😡😡😡,NOT_OFF,0.0
1082,من اخذت 🐒 على ماله وجماله تاخذ جنسيتهم هي واولاده  #تجنيس_الاجنبي_دمار_المجتمع,OFF,1.0
6464, هذا انتم ي الأغنياء والطبقه المخمليه تشوفون الحياه صعبه بدون خدم اما احنا وطبقتنا الفقيره نشوفها عادي والحمدالله البيت كله بزران وضيوف ليل نهار وعزايم وطبخ ونفخ والحياه جميله ^الي من الطبقه المحتحته رتويت 😤🚶🏻‍♀️,NOT_OFF,0.0
9051,قضية الاغتصاب..  دليل من جديد  قضايية ضد قتل حفيد موسس الاخوانurl,,1.0
3621, يالله 😨.يارب رحمك وشفعك.والله العظيم كنت احسب هالخرابيط بس بتويتر لين وحدة حلفت تقول ايام الثانوي منتشر الشذوذ بينهن وبالجامعة صار اوسخ وافظع وانهن ياخذن راحتهن اكثر. تقول بعضهن تعيشها وتصرف عليها اذا سايرتها بشذوذها😷.اياك تسكتين علمي امك والمديرة فورا ان سكتي عليك الاثم,OFF,1.0
2740,جججررببببتتتت مع ثنتين مُش بس وحده🤮. ,NOT_OFF,0.0
7414,  حكومة تحت الاحتلال فمحاكمها غير نزيهه ايضاً… هؤلاء تأتيهم أوامر خارجية يا سكارى👎😡 ,OFF,1.0
9997,الله ، لا يبلانا عاهات وكانحمير 😷,,1.0
10441,بغض النظر بس اكتشفنا ، ان البنات العن بكثيير من الشباب🐑,,1.0
3920, يووووه ازعجو اهلي فيه في كل مكان يطلع ولله وفِي بعض البنات ما يستحو يصوره كل شوي واحده مصورته 💔🙂🔪,OFF,1.0
7222,#بايع_الكليجااشوفه جدا عادي مافيه زود على أحد ...ماغير بناتنا مخفه على فكره ترى ما نسينا سالفة بنت ترامب ...والشيلات ...وهالحركات ..😆👊,OFF,1.0
13,"  تذكروا جيدا #قائمة_الجزم 👞 أكرم الله القارئين.وتذكروا جيدا أنهم دائما وأبدا جاهزون، لتلبية وعد إبليس.""ابليس يقول: محا…",OFF,1.0
1949,  #شي_يقهرك لمن  واحد يقول  اعطي  نص ثروتي   واعرف السر اللي تخفيه عني  وثروته كلها  نعجتين 🐐🐐 وبطه 🦃🌚😜🏃,NOT_OFF,0.0
5548, ليه مافيه كليجا الا بالجنادريه 🙃🙃🔪,NOT_OFF,0.0
2198, ياي وش دخل القوه الحين يا قوي 😂😂👊🏿,NOT_OFF,0.0
4474, وانا معك 👫😁👊🏻,NOT_OFF,0.0
9057,و تجيك مره وحده مريضه مثل ذي هي و شبيهاتها كلهم يقولون ان نحن ضد القياده ، و القياده حرام و يحرمون على كيفهم 😷ناس متخلفه بشكل فضيع,,1.0
773, خروفات الله لايبلانا 🖕🏽🐑 اثقلو وبلاشي محنه,OFF,1.0
965,#بايع_الكليجا لاهه كذا اوفررر عاد 🔪. ,NOT_OFF,0.0
9249,هذا ملابس ل قوشا روبشينسكي من روسيا ، اللي يعتبرونه شكله كشخة بس شكله خايس. تف 💩💩💩,,1.0
9355,انتم تسمعوني ولا تستهبلون بس ؟! اولا مادريت شي عن حق الكلجا ذا الي طفشتونا فيه ولا اهتميت لهكلامي عن وصفك بان لا نبوة للنساء لانهن على غير وفيات هل تقدر تجي تنتقد في تصرف البنات ؟ دون التقول في رجال الدين يا مقطعين الوفاءفهمتوا ؟ لا تعتبت وانا اشرح🔪,,1.0
5429, ماكلك😷,NOT_OFF,0.0
7881,وش شعورك ياخروفه وهو ساحب عليك ويغطي وجهه عنك تركتي رضى ربك وتربية ابوك ورا ظهرك عشان شهوتك 🤢😷 #بايع_الكليجا,OFF,1.0
4591, الشرهه ماهيب عليتس على اللي يبيتس تشبعين 🤪😤,NOT_OFF,0.0
4349,لا قصيته ولا سويت فيه شي انا مو مسؤوووله حشى 😠🔪وراعيته مالها رب شويه احساس لو سمحتوا ,NOT_OFF,0.0
10833,حمدالله والشكر بس بس من جد هلحين حمقي😣,,1.0
3764,درس الفيزياء وحشني جدااا ... 😂😂👊💚,NOT_OFF,0.0
4825,ميت حزن مع كذا بالحيل يوفي لكك 💔😣,NOT_OFF,0.0
3517,في انتهاك حقوق ملكية هنا 😒👊😂😂 ,NOT_OFF,0.0
6093, بالله 😒👊,NOT_OFF,0.0
9220,يعني ايه تمنعوها دا انا نفسي اروح الف فيكوا في داهيه وربنا 😡😡,,1.0
2147,#بايع_الكليجا  بنات اثقلوا عيييب والله 😷👋🏼,NOT_OFF,0.0
2487, محنتك تقتل قتل 🔪ومسويه حساب عشان تفضفين فيه 😂🔥واضح انه مستحيل يطفى عندك 😂💔,NOT_OFF,0.0
1459, الله يلعنها ليش هي حلوووه كذا طيب شو اعمل انا 😣😣😣😣😣,OFF,1.0
4559,باقي البرزينتشن 🤐😷.,NOT_OFF,0.0
309,هاااي🐕🐕🐕🐕,OFF,1.0
9867,ليش عمنتشين ام الاستعجال علي عالصبح 😤,,1.0
535,  قليلات الأدب بالجنادرية وضعهم صار أوفر أوفر أوفر و يفشششششل!!!!!!😷🤢🤢🤢اللي يسوونه يعتبر تحرش بالآدمي، جد جد وين الشرطة!!,OFF,1.0
3627, يالبى قلبها😣,NOT_OFF,0.0
7826,جاحده النعمه بتاكل خرا 😷 ,OFF,1.0
8718,انتو اوفر صدق حسستوني انو الرجال الوحيد الي حلو بياخه وربي 😷#بايع_الكليجا,OFF,1.0
6642, ل😮😴😱😴😴😢😡😲😱,NOT_OFF,0.0
4186,#صلاه_الجنازه_القادمه_انتعسى الله يسد نفسك يا رعي التاق عن الدنيا مثل ما سديت نفسي😒🔪الواحد خلقه جايه زُهد من الدنيا، ندخل تويتر علشان نتنفس شوي إلا ونلاقي هشتاقات تكرهك في الحياة😤,OFF,1.0
7258,#بايع_الكليجاماسمونى ناقصات عقل عبث الله ياخذكم انتو وياهه😷😷,OFF,1.0
4711,هانت يجماعه فاضل شهرين وفبراير يخلص 🐸,NOT_OFF,0.0
7836,اتمنى يخلونه يلعب مباراه مع هحر ويعتزل يفكنا من ازعاجه 😷 ,OFF,1.0
6321,  انا المسعده قمت من النوم 😤,NOT_OFF,0.0
2694," اليمن عربيه وستبقي عربيه ..ما شأن الفرس باليمن ولماذا يتدخلون بشؤون الدول العربيه ..؟؟!! قال لكم الرسول ""ص"" لا كسري بعد كسري..صدقت يارسول الله  عليكم اللعنه الي يوم الدين ايها الصفويين وأعداء المسلميين ..😷✋🙋",OFF,1.0
6770,قسم بالله متخلفااااااات 😷 ,OFF,1.0
5752, الله يلعنك 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😷,OFF,1.0
11130,ماما الله ياخذها ماصدقت يوم تشوف امي داخله لي المدرسه كبت كل عشاي اللي عندها وعع لا ولا تبيني اقوم اتاسف ههه تبطين ياحبيبتي زق عليك ولا على المدرسه بكبرها🖕🏻,,1.0
6242,#بايع_الكليجاانتوا من جدكم ولا تستهبلون صدق انكم فاضييين😤.,OFF,1.0
11237,عندي سبب * ان التعميم لغة الجهلا 😠,,1.0
691, شكرا علي المعلومات  بس دائما يسرق الغراب😂 السمك😠🐟 ما اقدر اخلي سمك برع في الحوش مدري ليش يسرقنه وايد في #بركاء #شبكة_هواة_صيدالأسماك #شبكة_الريح_للطقس ,NOT_OFF,0.0
6360, طع طع 👊,NOT_OFF,0.0
7563, بسم الله عليك عاد انا مضلمه غرفتي بنام احس قلبي وقف و ربي 😣😣,NOT_OFF,0.0
11082,user ترحيل مواطن وسحب جنسية كفيلهم😡انت ياي حافي تسترزا.. انا احترم مكان ما رزاك ، بس فاكر نفسه بالغيط,,1.0
3851, والله 😂👊🏼,NOT_OFF,0.0
6184, الله يسلمك تعال ليش ماعزمتنا امس ع العششا 🙄🙄👊🏻👊🏻,NOT_OFF,0.0
10024,حشرتك ياحرام ، ههههههههههههههه منجد ياخي حرام ماتشوف وجهك هه اللهم طولك ,,1.0
8069, ليتنا منكم سالمين تتوقعون والله يبطل توقعاتكم .خلونا برحمة ربي احسن 😡,NOT_OFF,0.0
4367, أقل شي تسويه في حق نفسك أنك ما تشوف التفاهات ذي💩 ,OFF,1.0
360,استغفرالله يالله صباح خير صراحه مااشوف به زود و هشتاق و مختبين شدعوه تقل اول مره تشوفون رجل🐑😭😭فضحتونا  هههههههههه استغفرالله بس كرهت الكليجا 🤦🏻‍♀️💔عيب هدو اللعب حبايبي هو استحى غطى وجهه بالكيس  #بايع_الكليجا,OFF,1.0
9808,اقول انقلع كل اكل تراب وانطم بس 😤👊🏼المراة ام ومربية اجيال واخت وقدوه ونجمة سما يفتخر العالم فيها اولادها ، فكيف تربي وهي بذي التفاهه وقلة قلة الحيا! ؟! ؟,,1.0
7053,صباحي دوائر حكوميه يعني لعبان نفسس 🐸✋,NOT_OFF,0.0
5995,#بدت_حجوزات_كاس_العالم 👨🏻 _ معليش ساره بسافر روسيا احضر مباريات المنتخب -انا - 🔪🌚,NOT_OFF,0.0
5922,عشان تكون ناجح بحياتك لازم يكون عندك :- إصرار 👌- إرادة 👊- طموح 💪و إذا عندك واسطة تجلط ام اللي يطبق الكلام اللي فوق 🙇💔.#صلاه_الجنازه_القادمه_انت,NOT_OFF,0.0
4356, نيتي صافيه 😢🔪🐝,NOT_OFF,0.0
10557,ومش كل من قال كلمة حق... ✋ قالو اخواني!! اه جتكم القرف!! مصر 😷😒,,1.0
11339,البنات اللي خاقات اليوم مع السعودي بايع الكليجة وضعكم نفس وضع الشباب السعوديين اللي كانوا خاقين ع بنت ترامب كلكم وع كلكم 👎🏻 كلكم والله شوهتوا صورتنا قدام شباب العالم 😂 👐🏻  بايع الفول  الكليجا,,1.0
8044, الله يعينك ههههه😂😂خلاص عرفنا من يتعكر المزاج ما نقبل صووبك ما فينا على👊✋😂😂😂😂,NOT_OFF,0.0
2538, ههههههههههههههههههههههههههههه متتت كيف مب ذاك الزود ونظراته تذبح 😂😂😂😂😂👊🏻,NOT_OFF,0.0
3598,  انا اشعر بكل شئ ...كل شئ ،وهذا امر مرهق للغايه😣,NOT_OFF,0.0
9210,يا شين المسلسلات الخليجي بس اذا سوى فيها مهند ,,1.0
2280, ارحمو الأبرياء  ارحمو الأطفال  ارحمو الفقرا  ارحمو الناس تكفون تعبنا حنا أهل حضرموت مانحب المشاكل  وين الصمرقع حقك ياخي تكفو  اعلنو الإنفصال  خلاص تعبنا من فقر وتعب أستغفر آلله بس حتى الشمال نص او اكثر يبغو الإنفصال وفك الارتباط  الناس تعبت تبغا حرام عليكم الناس تموت جوع جوع 😠😠,NOT_OFF,0.0
721,ابواق الشرعية التابعين للإصلاح والممولين من نظام الحمدين 👇 تخسون يا ارذل الناس، ابناء الجنوب شرفاء اذا عاهدوا يوفون لايعرفون الخيانة كما تفعلون👌👎 ,OFF,1.0
3181,وين الخلايا مالتي ؟؟ اختفت حسبي الله ونعم الوكيل انجلطت من اللي يصير فيني 🖕🏻,NOT_OFF,0.0
318,ف مصر 👊 ,NOT_OFF,0.0
4555,ياربي شعور انك تكره احد مرض 💔 نفسي اشيل هالشخص من حياتي 🤢,NOT_OFF,0.0
5901, لا تشككني بنفسي يا الذيب😤,NOT_OFF,0.0
9556,لا منجد وربي انا اتمنى م يسويها صراحه قلة ادب وتخلف بس تخيلي اليوم اللي شفت مطلعين صوره احواله!!!!!! ناقص يجيبون لنا مقاس سرواله بس عمى قلوب ,,1.0
1607, انا كنسلت الفكره من راسي 🤮😂😂💔,NOT_OFF,0.0
3351, مالومهم .. كان فيه مدرسين ومدرسات حرام انهم دخلوا سلك التعليم .. والله ماانساها كانت تعاقبني وانا امي ماتعرف تقرا ولاتكتب وعمتي اللي مسؤوله عني تزوجت .. ونفس الشي اختي اللي اصغرمني كانت تناديني وتقول شفتي اختك ترا بعلقها بقرونها اذا ماعرفت تقرا والمسكينه تبكييييي 😤😤مواقف تقهر,NOT_OFF,0.0
6213,  #موضه جديده لرسمة الحاجب 🐸🤣 ,NOT_OFF,0.0
1344, احسك غريبه بالاسم 😤,NOT_OFF,0.0
10538,دعايه وتسويق واعلان لزرع الفتن والفوضى 👎🏼,,1.0
10667, بايع الفراولة  ابيع الكليجاالحين الشباب كله قايمين ع البنات سلامات ليش انتم خاقين ع المز ذا طيب نسيتو بنت ترامب لمن صرتو خرفان اللي عندها لا وبعد فيه خرفان ما حطو لها شيلات ,,1.0
4776,  على الاجواء الحلوه ودك يكملها الفيحاءويفوز على الاسد الاخضر 🐸 #الفيحاء_الاهلي,NOT_OFF,0.0
3720, قهرني هنا ما يبي يستضيف وما تأكد من الموضوع طيب لا تحط صورهم وتقول مين استضيف كلهم بالكويت !قاعد يستخف دمه معنا 😂🔪🔪,NOT_OFF,0.0
10019,الخاين user حقير وقح وقح وسافل بعد حطيه قلبك تحت تحت الجزمه ودوسيه وانتي ماشيه ولايهمشاحد عيني😡✋🏼,,1.0
1680,  بريزون بريك وبريكنق باد والبوكيمون ولودو ستار وام كلثوم وعبدالحليم حافظ وطلال مداح ومحمد عبده والباقي اذا ذكرت بعدين 😀 واللحم 😷…,NOT_OFF,0.0
4480,  ذهبت تشتري فستان فاعجبها حذاء فاشترت حقيبةهكذا هن النساء😇😅.ويجيك واحد يقول:ابي وحدة تفهمني!😣خل تفهم نفسها بالاول ..ع…,OFF,1.0
9892,الزمان زماني زماني زمان ال💩نعيش و نحن نموت و اخرتها ناكل 💩,,1.0
8850, حقارة بعيد عنك 😷,OFF,1.0
8345, حسلي الله عليش بصوت سلوى المطيري 😠😠😠,NOT_OFF,0.0
4931,ابثرتونا بحق الكليجه الله ياخذكم😷,OFF,1.0
3491, ويبون يسقطون الولاية بعد🤢,NOT_OFF,0.0
4486, تسمحيلي وشو😡,NOT_OFF,0.0
5598, ماش انتي ما منك فايده من عرفتك 🖕🏿🚶🏻💔,OFF,1.0
6581, جيش ابوشحاطه علي كثر مادعس عليه الاسرائيلي يرد حنضرب بالوقت والمكان المناسب ..العن ابوشكلك لك 70 سنه يابوشحاطه ترددها ماتت اجيال وري اجيال . صحيح لما قالوا جيس ابوشحاطه درع حمايه لاسرائيل العن ابو اشكالكم  لادين ولا كرامه ولاشرف 🤣👞👞🐖🐖😷😷😷,OFF,1.0
3615, حزين😣,NOT_OFF,0.0
9319,ولاد اولاد عبد الله الناصر.. كمان مليارديرات.. طيب ولاد السادات.. مليارديرات.. ولاد مبارك.. برضه مليارديرات.. طبعا ولاد الوسخه. واقفين وقاعدين يهتفوا ويقولوا للعسكر🐸✌🤔😂,,1.0
7328, 😡 ما حب البنت الي تمدح نفسه,NOT_OFF,0.0
7009,صباح الخير لكُل شخص👎( يضعُ ) في قرارة نفسه ...أنه ( يستحقُ ) يوم جميل ...ولا يأبَه لمُعكرات المَزاج ...( إن بعد العسر يسرآ)....,NOT_OFF,0.0
3343, ههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههہَ 😂️ 😂 مجرمه 😂🔪قاعده اتخيل ثيابهم كلها بيض 🐣😂🤦‍♀️,OFF,1.0
410,اذا دخلت دانكن وبعدها صار زحمه اكره عمري وش ذا احس نفسي الشمس فوقي اكره كذا 😣,NOT_OFF,0.0
6702, كريهين والله اكتشفت اغلب مشاهير تويتر كذا😷,OFF,1.0
7480, لا لا اتوقع ينحاشون🏃🏻‍♂️🏃🏻‍♂️😂😂💔👊🏻,NOT_OFF,0.0
5244,ريح كفرات😷😷😷 #داليا_مبارك,NOT_OFF,0.0
3440, 😟😟من جد ؟؟؟ وانا اشوفها كل يوم ناطه الجنادريه تقول عندهم كليجا تهبل .مره اختي موصيتني مره ابهدي خالتي مره جارتنا ام يوسف تبني منها ..هييييين😡🏃🏿‍♂️ #بائع_الكليجا,NOT_OFF,0.0
8775, انزبن نبتره يصير 🔪,NOT_OFF,0.0
8314,بالنسبة لأني نسيت ان في لقاء اصلا 😂🔪 #هذا_الصباح,NOT_OFF,0.0
5947, اتفق معك مثل هدف ويليان وتمركز الدفاع الكارثي 👎🏻,NOT_OFF,0.0
8963,تويتر قاعد يقتل يتلوث بالتعليقات السطحية و الردود المليانة كراهية ، و حقد و لا بغض ,,1.0
5577,  ههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههه 🐸 ,NOT_OFF,0.0
