tweet,hs_label,label
ان شاء الله يرفع عليك وعليهم قضيه وتنجلدين من اهلك 🌚🔪,NOT_HS,0.0
معليش نكون على حق تذكرون ايام ايفانكا هذي الدنيا دوراه ورجعناها لكم عاد انتم هذيك يهوديه وهذا ولد بلدي ودقي يامزيكاااااااااااا 😂👊🏻 بايعالكليجا,NOT_HS,0.0
لو اني مداومه افضل لي بمليون مره من الجراحه الزفت ذي 🤕😠,NOT_HS,0.0
وزارة الكهرباء مصرحه تقول خسائر المياه بالاعياد الوطنيه ١٤٠ الف دينار والله عيب قسماً بالله عيب عليكم تحسبون الماي ورا الناس دوله تسبح في بحر نفط خل الناس تستانس لازم تعكننون عليهم بجم كلمه واللي يسمعكم يقول الوزاره مافيها هدر 👊🏻,NOT_HS,0.0
شجّع حب ادعم عزز بس لا يعني انك تدخل في حياته الشخصيه وتقوله امشي مع فلان وصاحب فلان مالكم علاقة اللي بيرتاحله بيلصق فيه ومش على كيفكم  ناس مستفزة 😠 افهموها احسن ماهم يقولوها لكم  سناباتغازيالمطيري  سناباتغازيالذيابي,NOT_HS,0.0
جايتني وحده هنا تقول كيف اعرف اذا انا انسان ملحده والا لا خييييير وش وش شايفتني هذي بنت ولا ابليس حسبي الله 😡,,1.0
اخونجية الفقر معروفين 👊,,1.0
الهندي قاعد يثبت للمعزّب إن الخروف 🐑 صار صديقه حتى ما يذبحه 😂 مافي يذبح,HS1,1.0
بكل عود فيه دخان لكن فيه بنات وعيال مودبين مثلك وشرواك لا وفيه بعد بنات وعيال وانتي بكرامة منحطين اخلاقيا للاسف 👎🏼,,1.0
👽 قضاء المراه المملكه مجتمع فاسد و ظالم يكره المراه ويصف مع كل التيوس [UNK] مهجورهاربعسنهاريدفكقيودي,,1.0
طفشش 🤢,NOT_HS,0.0
📸 صورة تعكس الروح الجماعية للكتيبة الباريسية 👊,NOT_HS,0.0
بشرط يسقط عنها حافز وحساب المواطن 🙉,NOT_HS,0.0
اثنين بالعالم مستحيل تقنعهم البنت انه المشكلة جاية من عندهم النسوان وخدمة العملاء بشركات الاتصالات [UNK],,1.0
قلت كم لك مره انت طيب خساره تشجع 🐸,,1.0
 بايعالكليجاكومة مراهقات كل أسبوع طالعات لنا بتاق الاسبوع الجاي بايع البليلااااااااااااا 🙄😷,HS6,1.0
يوم شفتهن تذكرت قوله تعالى  وقرن في بيوتكن  العالم التعبانه هذي اللي ادنى مازوغ عقلها  حق يفرض عليها حظر تجول 😷 قطعن رزق الرجال الله يمحي ذالاشكال  بايعالكليجا,NOT_HS,0.0
انسان غريب حتى شكلك غريب ليش تزعل على من اليمنيين اصلك اصلك زيدي يعني معروف يماني المحنشي من يمن من تعز يعني لحجي زيدي ليش تزعل وعامل على نفسك اهلاوي تراب في حلقك الشريف هو سيدك وتاج وتاج راسك يا يمني زبالة يا جزمة زيدي احمد ربك نظفناك يالق وخليناك اصلك ادمي وانت حمار 🐒,,1.0
حلال فيه يحطونه هو بكبره في التانكي ويرجعونه الصحراء 😠,NOT_HS,0.0
دوب 😒🔪🐝,NOT_HS,0.0
احسب 😂😂🤪👊🏼,NOT_HS,0.0
شلون كارثة كذا ياخي حق من اولى حقوقه ليش ماهو نادي سعودي زيه يعني زي الهلال والنصر والاتحاد والاهلي والشباب اعوذ بالله عليك وش ذا كميه الحقد والحسد user 😡 انت اللي ظهورك والاعلاميين اللي على مثل شاكلتك هو الكارثة والبلاء والمطمة,,1.0
user اغار من اجل ايش عشانها تزوجت امريكي من قال اني اتمنى اعيش امريكي 😡 وبموت لو ايش ما اتزوجهم وش ابي بالخبلان ما اتشرف بالامريكان بس ولا يشرفوني ولا اتزوج منهم 😷😷,,1.0
والله ياهو غباااار 😷,NOT_HS,0.0
user بايعالكليجا منظر البنات وهن متجمعات حوله منظر مقزز 😷 اعوذ بالله ماتدري الانثى ليه ان قد عزها الله بعفتها وهدويها وكبريايها وعدم قدرتها الالتفات لاي احد,,1.0
احلى خبر 😒😒👊,NOT_HS,0.0
😂😷 تلاقي الخير يارب,NOT_HS,0.0
 بايعالكليجا  والله أني أشك في الموضوع من اخترعه وكبره ونشره وسوى له تاق واعلن عنه في قنوات الفساد  شي غير موجود  فقط كم وحدة من قليلات الحياء خليتوهن وكأنهن يمثلن البنات السعوديات  كلهن  لابارك الله فيكم  يا من تحبون نشر المنكر وتزينونه للناس وتشوهون سمعة بلدنا 😡,HS6,1.0
مش وقت مرض 😷🤒🤒😩,NOT_HS,0.0
😷😷😷😷 الله يشيله هو واشكاله,NOT_HS,0.0
 بايعالكليجا يالله ي بنات أثقلو وش القرف ذا رجال عادي مثله مثل أي رجال لا تصيرون خفيفات 😷,HS6,1.0
كفو اخونجية الفقر 👊,,1.0
الله يلعن ساهر بالليل ومن شار له فيه ومن جابه ومن اين حطه 😑😤👞,,1.0
ليش 😟 لي بقيت خسه ودنايه من قل url قطرلادين ولا عفه ولاحيا واخلاق ولا ادب قطر 😡 ديرة تجمع فيهاكلاب ونورخيانه وغدر وخس وجبن وكذب,,1.0
مش هرد 😤,NOT_HS,0.0
تبي مصلحتك يا رمه 😤,NOT_HS,0.0
ههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههہَ لاتخرررب علي 😩👊,NOT_HS,0.0
يا  عبدالعزيزالغيامة الكارثه اكبر اذا عداها  تركيآلالشيخ لك 👎🏻 ترا جدار الباطن مهوبقصير للهدرجه تقلل من شأنه واتمنى ايضا من إدارة الباطن ماتمشيها للآشكال هذي بالتطاول والتقليل من نادينا العزيز  الباطن,NOT_HS,0.0
الرياضيات صعب صعب 😖😡,NOT_HS,0.0
في ايرانتتحررمنالطغيانقنوات الفتنه على وع راسهم اسود الجزيرهلااسمع 🙉 لا ارى url 🙈 لا ان اتكلم 🙊,,1.0
ياحيوانات لاتطبقون سالفة الكافره على الكل  بعدين انتي ماتستحين لعن ابو حيك بنت وتقولين ذا الكلام خقينا ومدري ايش 😠 تفوه,NOT_HS,0.0
قلة حيا قسماً بالله 😷,NOT_HS,0.0
بعض البنات اليوم صايرين ينا مفاجيع وانعدم الحياء عندهم يابقره خلاص اذا مرا ما مرا عجبك شخص خليه بينك وبين نفسك اوكي انكتمي مالها داعي حركات المشافيح هذي انقلبت الايه صارو الرجال لا يستحو منهم والبنات يتغزلو واصلا مو من زينه مافيه شي مميز فيه ولا زايد عن الخلق ابدا 👎 ي بايعالكليجا,,1.0
دايم الاولاد يشوفون نفسهم مسيطيرين مايدرون ان البنت اذا عصبت خلتهم يبوسون رجولها وتهاوشن ويموتون عشان زقها 💩😂 عمه,NOT_HS,0.0
شكرا اوي لذلك أرى عدم صلاحيته لأي شيء 🙄😣😥 دَيئ,NOT_HS,0.0
احساسه يحتفظ فيه لنفسه 😷 حياتك23,NOT_HS,0.0
هذول الهنود تاج روسكم ، يامهلكة الفلس 🖕,,1.0
شراميط بنات الانستا فاطمه وايه ايه انا المحجبه يابن الشرموطه عايز اضرب علي وشها المتناكه انا المستشرفه لو هيجت اتف عليها رتويت بقي احححح علي طيازك يا بنت اللبوه رتويت عشان المجهود الفشيخ اللي هبزله عشان اوريكم صور اللحم عندي حقي انا وبس url [UNK],,1.0
لا ابو بلاش ، كتر منه وكتر من دماغك السرقة الغاز غاز اليمن ولد زايد ولد سلمان وابوه حاربهم علشان عينهم تكمل على خير واهل اليمن الحرامية وش انت اترجى منهم الود ودهم يسرقون قطر والخليج كله بكبره بس انت امعصي على شواربهم الحية اللي مب على روسهم راجل جعل بطونهم الشق 😁😷🇦🇪☝🇸🇦,,1.0
هذا مو عندنا  جارتنا مطيريه  مدري ليش رحت مع امي عندها وحلفت عليا اكله قالك عادات  بغيت استفرغ الله يكرم النعمه 😷 والله م ينبلع  يسمونه مُضير ,NOT_HS,0.0
عزيزي المتزوج بايعالكليجاترا كل اللي يجونك اما مطلقات او مترهلاتلا تقع تلقاييا في فخ العنز ام ذي ركبة بعير 😷,,1.0
والى عنده مشروع 😭😭😭😭👊✋,NOT_HS,0.0
ديوث مع خالته اخت امه 👠,NOT_HS,0.0
السناجل اقولهم فاتكم النكد والغم 😷 انامشحتجوزعلشان,NOT_HS,0.0
 بايعالكليجا صدق ان اللي استحوا ماتوا  الرجال مستحي اكثر من قليلات الحياء اللي يصورونه 👎🏼👎🏼,HS6,1.0
بكل عطر عود فيه دخان فيه بنات وبنات وعيال مودبين مثلك وشرواك وفيه بنات وعيال وانتي بكرامة لكن منحطين للاسف عقليتك 👎🏼,,1.0
تخيل اني امشيك على كيفي حتى حياتك بكيفي واحط لك زقي فيه سم وتروحه تاكله وتدري ان فيه سم وتموت ووجهك على زقي 💩😂😂 عمه,NOT_HS,0.0
بايعالكليجاوالله ثم رسوله والله عيب وظلم وقلة عدم حياء فعلا الرجال جاي جاي يترزق الله وانتو كرهتو امه عيشته على طول و شهرتو فيه واضح من تصرفاته انه قرفان نفسه من المبزره والهمج والقرف اللي عندنا متى بس الله يفكنا بالله من الاشكال المتخلفه ذي العينات 👎,,1.0
ليش ماتردين ديام 😠,NOT_HS,0.0
الى صلاهالجنازهالقادمهانتحسيبكم يسعدكم ربي ياهل الضيقة الكابة ربي خلقنا لنع واحيانا ومنحنا اسباب الحياة وانتم تبونا نموت في الموت كل تاق في موت وقبر 😳 بشر ولا زرا تنفر وانتم كل ابوكم اساليب التنفير استخدمتموها قطع ارزاق 👊🏻👊🏻,,1.0
هههههههههههههه هووسيم ماقلنا شي عيونه حلوه ونظرته بس والله اني اشوف تعليقاتكم واستحي حامله هم الدول الثانيه وش بتقول وصلتوه ترند 😅👊🏻,NOT_HS,0.0
يا بايعالكليجالعنبو جد داركم ما تستحون الولد خلاص استحى وانتم مافي حياء ابد تراكم اناث والانثى اجمل مافيها الحياء خقيتي عجبك روحي اشتري كليجا واطفحي لين تموتين مو تصوير بزران وقرف كليتو الرجال والله عيب وربي عيب انتي وهي وهي والله عيب 😒😒👊🏻 قيمة المراة الاولى في حياتها حيايها فان فقدت حيايها فلا اي قيمة لها ✨,,1.0
والله حتى الشعب اتوقع يحتاج تعقيم 😷 تعبنا من هالنظام الزفر ذا 😂,,1.0
قسم الي صار قلة ادب عيب عيب البنت تكون محتشمه مو تصوره وتصارخ ترخصين نفسك ليه 😡 بايعالكليجا,NOT_HS,0.0
حط خيار ثالث يجدد غصب 👊🏻🔨,NOT_HS,0.0
اجعل دعاتك المسلمين والسعوديين السعوديين وامة محمد محمد كلها ضد الزنديق الكلب القمص زكريا بطرس 👞 وامثاله المتطاول عل,,1.0
كلهم عرب فاشلين توكل على وعلى الله بعد المسلسلات الامريكيه اتابع عرب الى الجحيم ارحل ياشيخ 💩,,1.0
عسى انا منهم 😡😬😠😕 وجعة بليس,NOT_HS,0.0
تففففف يا الاء 😶🔪,NOT_HS,0.0
المريسل فرع قضايا اجتماعية 🤢,NOT_HS,0.0
ماهي غريبه عليكم الصدق ماكذب من سماهم سماكم عيال شريفه عموما صرتوا حتى باللطم تصيرون مثلهم واقوى صياح والله وبالله ان كان لطمكم هذا طرب مستانسين عليه وانتم تعلمون ومتاكد مثل الكل ان الحرمين بعيده عليكم بس خل ايران المجوسية تلعب بدويلتكم المحتله يحسبون السعوديه فيها دويلة بحجم قطر 👎🏻😂🤣,,1.0
بايعالكليجاسبحان الله الرجال يصور مستحي والحريم اللي يصورون لا فيهم حيا ولا مستحاهو صدق ما وسيم الرجال 🤦🏻♀ بس الحياااااااااااااا وين وين 👊🏻👊🏻 عند الرجال يتصدد خلو عنكم وجهي انا طاااح وانا مالي به شغل,,1.0
لاااع الي يجي الصباح وماعرفه مدري مع مننين خرج مخي يقولي ماتستحين لما تنزلين المقطع ذا بعد الكلام عنه قدام الكل مادريت ، ولا بعد جلست تحت درج هلي اتامل فيه 😷 ايه التصوير ماله داعي هرامه مع نسوان بس خلاص بيه ملينا استشراف وعوووه 😩,,1.0
عبدالعزيز الغيامة  يثبت للجميع ان  الفيصلي و  الباطن لايشرفون للعب والتشرف بالسلام على راعي المباراة عل هم في نظره انهم ليسو مواطنين  اتمنى من إدارة الفيصلي والباطن محاسبته قانونيا  قال كارثة قال 👎🏼,NOT_HS,0.0
القناه تافهه وسطحيه الظاهر ماعندهم شغل ولا مشغله الا مظاهر الناس واشكالهم قبل اسبوع جايبين الطفل يزن والحين جايبين هذا  سطحية وتفاهة الاعلام وين واصل من هالإنحطاط وربي شي يفشل 👎,HS5,1.0
كنترول مردغ الجميع  محد سأل عني 🤒😷💔,NOT_HS,0.0
فضييححه 🤮,NOT_HS,0.0
فعلا مجتمع فاضي وتافه وعقول سخيفه وانحطاط في رقي الفكر والاخلاق والاسلوب 👎🏼👎🏼 بايعالكليجا,,1.0
مب حالة قسم اسوا تنظيم شفته في حياتي 💢💢👊,NOT_HS,0.0
بس يا تافه 😠😠,NOT_HS,0.0
لا نعتب على النمران العتب على البنت الي ماحشمت روحها والي مايحشم روحه محد يحشمه 👎🏼,NOT_HS,0.0
عموما هاليمنيه تمثل نفسسها فقط وماتمثل بناتنا وشوفاتنا ابداااا تمثل نفسها ومن على شاكلتها 👎🏻,NOT_HS,0.0
ياخوي الي تسوي غلط تتحمله لين النهايه مالنا شغل فيها كلشش 👎🏻,NOT_HS,0.0
url وشفيهم الزهارنه ع ما قولك ي وجه العنز ☺ [UNK],,1.0
صراحه جامعه فيصل عباره عن مدينه فساد وكذب وزقاقه وكل شي 💩💔,,1.0
مستحيل يمر يوم الاثنين ومايصير شي 😣,NOT_HS,0.0
فعلاً اععععع 🤮,NOT_HS,0.0
نبي تعليق دراسه في حفر الباطن 😷,NOT_HS,0.0
تمرين من الاخر ✈️😂👊💔😬,NOT_HS,0.0
رغم كرهي لفكرة  السلطه على اخلاق الناس  لكن الوضع عندنا فعلاً فعلاً يحتاج هيئة تظبط المراهقات والعجز المم 😡 عيييييب ا ,HS6,1.0
لا أحد يعلم عن حروبك الداخلية التي خضتها بينك وبين نفسك لتصبح بهذا البرود 😑🖕,NOT_HS,0.0
تيتو فيلانوفا  تاتا مارتينو 😷 لويس انريكيإرنستو فالفيرديبعيد عن كل شيء هؤلاء اربع مدربين لم يقدموا نصف ما قدمه غوارديولا مع ,NOT_HS,0.0
يع خلاص تومتش 😐🤢,NOT_HS,0.0
عيل ليش داش بمنشننا دام صباح الورد هشام 😤,NOT_HS,0.0
الرجال متزوج url حسبي الله بسس عليكم من بنات خرفان [UNK],,1.0
ترا طفشتونا بالشين ذا محسسيني اجمل رجل في العالم 😤,NOT_HS,0.0
 بايعالكليجاكل بنت وقفت عند بائع الكلبجا وصورته تعيد النظر في تربيتها أعوذ بالله ماعاد فيه حياء ولا خجل كذا عينك بعين الرجال لدرجة أنه حاط الكيس ع وجهه من كثر مانقرف من التصوير  وشذا الانحلال الي انتي عايشته  تربية للأسف 👎,HS6,1.0
ماضيعت الا البنات يوم تاخذ راي وحده ترقص بالشارع وععع ياعيني على التفكير المنحدر و المذله اللي هما عايشينها 😷,,1.0
خليكن ع الخاص 😒 عم تتمعشقو مع ببعض 🐸 تمعشقوا تمعشقوا 😂 نهايتكم أغنية عراقية وبيبسي هههه 😇 و ندم و انتحار 💔 اه نسيت وبلوك كم ,NOT_HS,0.0
 بايعالكليجاياجماعة امسكوا الجولات من بنات المتوسط 😠😠😠,NOT_HS,0.0
رسمياً  نيمار يغيب عن الملاعب لمدة 6  8 اسابيع بسبب تلقيه إصابة من الدرجه الثانية إلتواء في الكاحل 👇🏻🐸,NOT_HS,0.0
من جد الله لايبلانا العقل نعمه والحياء زينه 👊🏻,NOT_HS,0.0
عب ويش الفايده 👊,NOT_HS,0.0
البت الكيوت 👧 لما تروح تشترى لبن 😄 بعد اذنك ياعمو انا عايزة عصير بقر 😂😂👊,NOT_HS,0.0
داليامباركاحلام في زفتهاصايره امه جابت للكل ست البنات احلام وين اهلها اللاخت داليا 🤔 الطيور اللي على اشكالها تقع بنت سويده اخذت لها عبدمثلهاالله يثبت العقل والدين بس 😒 😣🙄🌚🔪,,1.0
بايعالكليجاماشفت بنات الخليج شلون يسوون كذا شفيكم مشفوحين ولا شي مكبوتين كذا ولا ولاشي شسالفتكم انتم 😷😷😷,,1.0
user جيش ابوشحاطه ينتصر علي الحوثي كثر مادعس الحوثي عليه الاعلام الاسراييلي يرد حنضرب بالوقت والمكان والشكل المناسب العن ابوك ابوشكلك لك من 70 سنه يابوشحاطه ترددها ماتت اجيال وري اجيال صحيح لما قالوا جيس جيش ابوشحاطه درع حمايه لاسراييل العن ابو اشكالكم كلاب لادين ولا كرامه ولاشرف [UNK],,1.0
وشفيهم الزهارنه ع … قولك ي “ وجه ” العنز [UNK],,1.0
 بايعالكليجااقووووووووووول ترا غثيتونا 😡😡😡😡😡 اعوذ بالله من بعض الفضاوه في هالناس خلاص قروشه قسم بالله,NOT_HS,0.0
 بايعالكليجاقمه بالسخافه الحمدلله والشكر الله يقطع الخفه اللي فيكم ما شفتو خيير قطع اثقلي انتي وياها 😷👊🏻,NOT_HS,0.0
مافي احد كلكم مداومين 😣,NOT_HS,0.0
وربي اووووفرررررر 🤢🤢 مو لهالدرجة وش كل هالمبالغه والتجمهر وربي استحيت وانا مالي دخل,NOT_HS,0.0
 بايعالكليجاوالله والله انكم ماتستحون 😕👊🏻,NOT_HS,0.0
يارب زوجني 😣 داليامبارك,NOT_HS,0.0
بايعالكليجايالطيف فيها كمية سلتحة مو طبيعية 😷 انتبهوا من البنات رجاء لا احد يجي الحين يقلي وبنت ترامب تغزلتوا فيها لا بالله ما تغزلت حتى فيها,,1.0
دواجن علينا 🐸😹😹,NOT_HS,0.0
تواضعهم ليس على الكل 👎🏻,NOT_HS,0.0
الحياء شعبة من رياض الايمان لكنه لا انعدم بالدين وللاسسف بوقتنا الحالي الرجال جاي يبيع وبحاله وانتم تلاحقونه 👎 اللهم لا تج تواخذنا بما فعل السفاء منا ولا تبلانا يالله يارب العالمين 👎 url بايعالكليجا,,1.0
تتسالين من انت هذا كان هو والدك 🇰🇼✌🏼 انتهى وهذه نهاية كل طاغيه 🇰🇼✌🏼 هذا هو والدك وهذا ماقالت عنه العرب 👎🏼👎🏼 كفه ملطخ بدم الشعب ومحنى ماعتد ما تنظف يمينه لو غدر يصوبنها 🇰🇼✌🏼 وباذن الله يد يهد من عالي العراق ويخلي سافلها ويحفظك 🙏🏻🇰🇼✌🏼 ياارذل خلق الله ياوطن 🇰🇼✌🏼 انتصرنا,,1.0
بتتركي الجوال ولا كيف 🔪,NOT_HS,0.0
بوستر سيئ مافيه تناسق وشكله غبي مره  شوفوا بوسترات القرن العظيم فرق كبير عن ذا البوستر التسليكي 💩,NOT_HS,0.0
عتجيبي الباك ولا لا 🔪,NOT_HS,0.0
ايه والله حيل مقرفه مب صاحيه 😣,NOT_HS,0.0
صداع فعيوني من قل النوم 🔪,NOT_HS,0.0
ابشر 😈👹🔨🔪,NOT_HS,0.0
user اعقل يافقرواي لايجلدونك هه زي جلاد ناديك 😂👊🏿,,1.0
أنت للطهارة حسب ما أمرت بة الشريعة اما البنات فليس لختانهم ذريعة وليس ذلك من الشريعة بل عادات وتقاليد باليه ورثوها كابر عن كابر أصحاب التبرك بالمقابر وحلقاتهم وحفلاتهم المجونة المجنونة 😡😆🌷,HS2,1.0
بايعالكليجااستغفروالله تغريدات البنات في هالتاق مضحك على موسف على مقرف وعع كانهن عمرهن ماشافن رجال مزيون 😷 حسسني ان انهن اليوم عايشات امس في غابة قرود [UNK] وكان مثل النبي يوسف و قد بعث من طين جديد ، 😏 خير,,1.0
بايعالكليجا كل مممعاد به بعض بناتت معاد يستحون 🔪🔪🔪,,1.0
بايعالكليجا انا بالله استحيت وانا مالي دخل والله فعلا قلة الحياء مصيبة الحريم ماعاد استحوا وانت ياللي من اسمك عبدالله يالرجل الوسيم خلاص درينا صر انت العاقل واللي تستحي للاسف بعد ماانتهى الحياء عندهن قطع قلبي والله 👊🏻👊🏻👊🏻 ودي اتوطى في بطونهن واقولهم عييييب وشق في جيب اللي قاعده يصير معهن اووووفر علينا 😡,,1.0
 سعودياتxنطلبxاسقاطxالتعدد٦٠٠تخيلوا بس اخذ متزوج نام مع وحده غيري 🤢 مجرد تفكير يجيب لي غثيان كيف لو ارضى 🤮 ييييييييييييييييييععععععععععع لايمكن 💩,NOT_HS,0.0
شتسوي بعض البنات اغبيااااااء ، متى رح ينقرضون 😤,,1.0
انا ليليان lilane daoud ودنك يا حفيدة صهيون اه ايوه 👂 ودنك ودن الخنزير كده [UNK] ديقربي كده شويه ايوه ايوه قرب قربي كمان ك,,1.0
إلى صناع شركات الأسهم بالسوق السعودي الجحلطإذا فيكم ذرة رجولة أعملوا مثل مضارب الصادرات الشنب 😡,HS5,1.0
🌚👊🏻 عيب والله عيب اثقلوا ماقد شفتوا مزاين بحياتكم مو هو مزيون بس ي كثر عيالنا مزز وعادي فشلتونا اول مره تشوفون حلو,NOT_HS,0.0
كلمو خدمة العملاء يفعلوو شريحتي البيانات من امس وانا انتظرهم 😡,NOT_HS,0.0
🤪🤩🤯🤢 كلهم ينرفزوووون,NOT_HS,0.0
اسألهم كم مره حققناه متصدرين  وكم مره حققناه بين عيونهم 🤣🐸,NOT_HS,0.0
اه يامصريين 🇪🇬 فيكم رجال من ذهب 💪 💛 وفيكم 3 رجال من لهب 👉 الاوله مصر 🇪🇬 حر واصيل ❤ 🔥 والتانيه جند التضحيه له هدف 🎯✌ وفيكم اشباه رجال 😄 [UNK] القذاره منبتهم 😄 🐑 والنداله هدفهم 😉 🐑,,1.0
هذي فعلا المصيبة راتب العسكري الجندي يعادل تقريبا راتب المعلم ومع ذلك شغلهم الشاغل هو المعلم طيب التفتوا يا هيية العساكر للاعبين ومدير الكورة الي يلعب كورة تسالي سنتين ويستلم بالشهر نص مليون لا ويقولون مسوين لك ادعم ناديك بعد user 😡,,1.0
شكله مافهم معنها 😂😂🔪,NOT_HS,0.0
يعيبوا على الناس والعيب فيهم اول اذا تحررتوا من الفرس والروم والترك والصهاينه وبعدين تكلموا اليوم عن الاخلاق والعبوديه 😷,,1.0
يالله يالفانز المخفه لاتنسون تسوون هاشتاق تحتفلون بعيد ميلاد اوموت المعفن وتوصلونه ترند بعد 🤧🤧 بلوووه مو فانز 🤢🤢🤢,NOT_HS,0.0
تعليق تكفوون غبار لا 🙄😭🤕☠😷😷😷😷😷,NOT_HS,0.0
انا عاقله 🎀😌🎀 قلة الحياء والرُخص من إختصاصك 👞😅 الله يعوض امك بس 😂💔,NOT_HS,0.0
تببعت عينك ي نكووووح 😒👊👊,NOT_HS,0.0
عن الغلط عاااد 😡😡,NOT_HS,0.0
ههذا لو ان رييس الهييه يستقيل ماله شغل في باقي الانديه ولا له شغل في البطوله ويخلي الانديه تتنافس مع انديه بعضها من ااكد لك عزيزي ان تتصور النهايي بين الباطن وهجر والفيصلي لكن ثق ان النهايي بين الكبير الاتحاد والصغير 🐸,,1.0
حتى بنادول نايت ماله اي تأثير 😣💔,NOT_HS,0.0
 حبالانترنتصدقاوكذب لاا اؤمن بـ هاذا الحب 🙆🏻‍♀️🔪,NOT_HS,0.0
بايعالكليجا البنات خلاص انتهينا يامتخلفات ياغبيات ياخروفات يابنات الرجال يدور رزقه بس مابيتزوجكم [UNK],,1.0
نتعوذ من الشيطان 🤢🙂🔪,NOT_HS,0.0
اذاكر بالجامعه 💔🤢,NOT_HS,0.0
صار يطلعلي ف كل مكااان مكان 😑🔪 مشفوحاات مو م شايفين منها خير,,1.0
الله يهديج بس 👎🏻 كل واحد وفكره أنا اترفع بنفسي عنج وعن اسلوبج والحمدلله كلنا قطريات ماقلنا اللي تقولينه وهدي عنج هالسوالف وايد ابرك لج لانج بتدخلين في متاهات انتي مب قدها 🚫,NOT_HS,0.0
لابد من بعض التغلي اشوي 😛😂😂😂👊,NOT_HS,0.0
👎🏻👎🏻 للأسف  اشكالهم صايرة كانهم فلم كرتون ,NOT_HS,0.0
الله يسامحني شريت مويه باربع ريال لان ما عندي فكه 🌝🔪 و يا ليت يعجبني طعمها لا كانه مويه نستلا الي ما احبها 💔,NOT_HS,0.0
قوليلي كدا انتي بتتكلمي منين 🐸,NOT_HS,0.0
كرهتونا بالكليجا خلاص 🤢 مو شايفين خير ولا حياء ولا مستحى 🤦🏻‍♀️,NOT_HS,0.0
أسكب من الخمر بس في سلطنه الاسلام الوسطي العادل المتعايش لكن اذا المملكه سوت اي شئ طلعت غلطانه 😂😂 صحيح انك كلب المهم اذا خلصت نبح على المملكه حاول تنصح بلادك وتستنكر وجود الخمر بترخيص من الدوله لانه يفترض انك ماتعيب غلط على الناس وانتم مسويين شئ اعظم منه فهمت ياكلب 😊🖕,NOT_HS,0.0
كنت في الكويت من يوميين شفت سعوديين ناس فيهم خير وامارتيين وشفنا ناس قلوبهم مشحونه حزنت لان القطريين مثل ماشفت هالناس هم المظلومين مش القطريين قلوبهم اللي كلها حقد وكرهه وهم شعب مالهم خص في شغل السياسة لاناقة عندهم ولا جمل بس مع الخيل يا شقرة شفت كيف الكل رافع علم قطر ولكن مع العلم الاولمبي الكويتي بس حسبي ع من كان السبب 👎🏻,,1.0
تحدق ها 😂😂😂😂👊🏻👊🏻👊🏻⛏,NOT_HS,0.0
صدقت 👎🏽,NOT_HS,0.0
يهيب ياقلبج الخلااا 👊👊👊,NOT_HS,0.0
طقطقه بس 😂😂😂👊🏻,NOT_HS,0.0
😣😣😣 يا الله,NOT_HS,0.0
دعوة أفراح 😢🐸,NOT_HS,0.0
خويك 🤢,NOT_HS,0.0
صباحكم حب ياكلبات رتويت كل كلبه هنا تعمل رتويت وتجي خاص يلا بسرعه [UNK],,1.0
نهاركم سعيد عشاق الصفحة 🐸🐸🐸🐸 اكتب رقم 3 وانتظر خمسة ثواني انظر ماذا سيحدث للتوسان الورا ديك,NOT_HS,0.0
👊👊👊👊👊 الله يسمحك انا 😅,NOT_HS,0.0
انت تصدق صحبامارة قناة السعودية الجزيرة كل يوم تكلم ترامب بالعربية وتترجاه يتوسط العلاقة بينها وبين دولة قطرلا والبحرين كمان جابت مرتزقة مثل اردوغان عشان يحموهاوالامارات عملت معاهدة مع شريفة عشان مصر تحرسهاوالمصريين كانو خايفين تميم يكشر عن انياب انيابه ويحتلها في نص ساعةتكلم كانك خروووووف [UNK],,1.0
يقول الدوري ٧٠  هلالي  معطي نفسه امل ٣٠ 🐸😂 وفي الكاس العام نسيت من طلعك وبوجود السومه اللي تتعذرون الحين بغيابه يا ضعاف 😂,NOT_HS,0.0
 بايعالكليجاترى ججد بااالغتوا لحد الوقاحه و قلة الحيا 😷💔 العقل نعمه 🤦🏻‍♀️,NOT_HS,0.0
ياخي لا لا لا لااااااااااااااا لاااااااااااااااااااااا  اوفر 😷 مجتمع غريب  يارب زوجتي المستقبليه ماتكون وحده نفس هذيل ☺,NOT_HS,0.0
عقلك التالف يامتخلف واذا طلع من برشلونه اتمنى له الموت يعني  في النهايه كورة قدم ومتعه ولاتنسى شنو سواً مع فريقك الفاشل 👎🏻,HS3,1.0
من مميزات الشاب العربي 😆😂 لما البنت تنزل نكته ع العام 😆 بيدخل يضحكلها ع الخاص 🐸🐸 خجول الله يحميه 😂😂😂👌,NOT_HS,0.0
صووداع اكره الفيسيولوجي 🔪🔪🔪 ابي اناام 😭,NOT_HS,0.0
😩 قسسسسم امدح يوم مدحت معطت شعري قطيعه عاد تو مسويته جدايل ممداني 👊🏻😩,NOT_HS,0.0
 حبالانترنتصدقاوكذب طقطقه لا اكثر وين حب وين خرابيط خلف الله ع عقولكم بسس 😂😂😆👊🏻✋🏻,NOT_HS,0.0
الريس محمد السيسي هدم 80 الاف سنة من حضارة حلم الاخوان الخنازير القذر ولعنة الله على الزنديق سيد قطب 👞🤣🤣🤣,,1.0
